,I,TRADING,VWAFCASPRICES,1,SETTLEMENTDATE,RUNNO,LOWER5MINVWAPRICE,LOWER5MINVOLUME,LOWER5MINREVENUE,LOWER6SECVWAPRICE,LOWER6SECVOLUME,LOWER6SECREVENUE,LOWER60SECVWAPRICE,LOWER60SECVOLUME,LOWER60SECREVENUE,LOWERREGVWAPRICE,LOWERREGVOLUME,LOWERREGREVENUE,RAISE5MINVWAPRICE,RAISE5MINVOLUME,RAISE5MINREVENUE,RAISE6SECVWAPRICE,RAISE6SECVOLUME,RAISE6SECREVENUE,RAISE60SECVWAPRICE,RAISE60SECVOLUME,RAISE60SECREVENUE,RAISEREGVWAPRICE,RAISEREGVOLUME,RAISEREGREVENUE,LASTCHANGED
9,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 05:00:00,1.0,0.22835,111.19917,25.39258,0.73995,155.135,114.79243,3.4,184.795,628.303,10.56667,105.0,1109.5,0.77003,235.56333,181.3903,2.43427,314.15667,764.74183,3.96475,314.15667,1245.55407,7.99735,110.0,879.70833,2021/10/13 04:05:10
10,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 06:00:00,1.0,0.19835,109.6175,21.74229,0.97504,150.49917,146.742,1.03,179.96583,185.36481,5.98333,105.0,628.25,0.82336,234.74,193.27621,4.36786,310.09083,1354.43183,2.46909,310.09083,765.64322,13.44583,110.0,1479.04093,2021/10/13 04:05:10
11,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 08:00:00,1.0,0.33499,108.69833,36.41297,1.93168,162.415,313.73397,2.71345,194.3975,527.48694,17.82906,113.33333,2020.62667,0.75738,236.88833,179.415,5.50274,325.0025,1788.40563,7.29852,330.14083,2409.53826,9.96465,118.33333,1179.15,2021/10/13 04:05:10
12,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 12:00:00,1.0,0.39083,110.73917,43.27987,1.16414,179.5425,209.01345,1.75927,231.705,407.63265,15.00501,105.0,1575.52647,0.75198,236.08917,177.53338,2.24578,314.9675,707.34747,2.63282,314.96833,829.25364,8.88772,110.0,977.64929,2021/10/13 04:05:10
13,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 18:30:00,1.0,0.18995,107.505,20.42078,0.3287,141.9625,46.66375,1.00502,171.87917,172.74127,7.9072,105.0,830.2565,0.88,230.08083,202.47113,10.00842,299.45333,2997.05545,15.75325,299.45417,4717.37493,14.2867,110.0,1571.53685,2021/10/13 04:05:10
14,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 19:30:00,1.0,0.35965,109.585,39.41187,0.44303,142.50333,63.13283,1.16265,174.33667,202.69305,10.83333,105.0,1137.5,0.79349,231.69833,183.85124,7.94974,301.45167,2396.46259,10.88432,301.45,3281.07836,9.54303,110.0,1049.7332,2021/10/13 04:05:10
15,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 03:30:00,1.0,4.50473,113.84917,512.85958,2.59404,159.71667,414.31209,4.00418,190.65,763.39666,17.02419,105.00083,1787.55408,0.82353,235.40417,193.86272,5.90398,333.2825,1967.6923,3.13927,344.86583,1082.62604,11.22243,110.0,1234.46677,2021/10/13 04:05:10
16,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 10:00:00,1.0,0.14124,107.69167,15.20997,1.59848,152.49167,243.7552,1.29136,185.28917,239.27478,10.6599,105.0,1119.28993,0.74959,231.455,173.49605,2.51444,308.14417,774.8089,2.95611,308.14417,910.90852,6.67977,110.0,734.775,2021/10/13 04:05:10
17,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 15:00:00,1.0,0.6166,121.47583,74.90224,0.84737,179.01,151.68775,2.43723,223.75333,545.33873,9.8877,105.0,1038.20826,0.77515,235.86833,182.83392,2.37139,313.4,743.19247,3.00079,313.40083,940.44965,11.14,110.0,1225.4,2021/10/13 04:05:10
18,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 16:30:00,1.0,2.28325,108.56417,247.87874,0.66873,151.01583,100.98813,1.78123,183.55083,326.94617,10.70202,105.00167,1123.72991,0.74092,236.7025,175.37683,2.64497,316.44667,836.99332,5.56344,322.5175,1794.30709,13.63921,110.0,1500.31346,2021/10/13 04:05:10
19,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 23:00:00,1.0,1.001,111.40833,111.51962,1.10838,160.92833,178.36965,2.25396,193.15833,435.37176,12.2255,109.16667,1334.61727,0.94821,237.13167,224.85043,3.02542,322.93917,977.02815,3.68857,325.70583,1201.3901,13.09445,114.16667,1494.94957,2021/10/13 04:05:10
20,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 02:30:00,1.0,0.44,113.96833,50.14607,0.88438,158.92083,140.54697,3.43355,190.21,653.09546,10.5881,105.0,1111.75,0.73826,243.6,179.84122,2.32627,329.05167,765.46158,3.05262,347.16583,1059.76496,9.97328,110.0,1097.06068,2021/10/13 04:05:10
21,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 09:00:00,1.0,0.14413,106.62667,15.36856,10.28481,157.0125,1614.84308,7.04334,181.4225,1277.82058,10.6145,105.0,1114.52253,0.75447,233.73083,176.34238,3.17167,323.8525,1027.15288,3.38202,336.52917,1138.14812,7.08673,110.0,779.54029,2021/10/13 04:05:10
22,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 13:00:00,1.0,0.45559,113.8625,51.87458,0.36931,155.92417,57.58479,1.35419,188.00833,254.59956,14.35094,105.0,1506.84829,0.71603,231.62833,165.85275,21.26927,314.44333,6687.97946,3.26707,318.94,1041.99869,12.26395,109.99833,1349.01409,2021/10/13 04:05:10
23,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 14:30:00,1.0,0.84986,115.09917,97.81824,1.16358,180.55667,210.09126,8.02696,232.615,1867.19023,12.72035,105.0,1335.63702,0.75844,234.64083,177.96142,3.35631,312.47333,1048.75657,5.53652,312.4725,1730.00993,17.59505,110.0,1935.45596,2021/10/13 04:05:10
24,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 18:00:00,1.0,0.23999,106.56417,25.57383,0.56997,142.87583,81.43562,1.17164,171.57583,201.02486,10.88502,105.0,1142.9271,0.88,232.69167,204.76867,8.07766,302.70417,2445.14102,9.37771,302.70667,2838.69602,8.77133,110.0,964.84615,2021/10/13 04:05:10
25,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 20:30:00,1.0,0.18662,108.6525,20.27698,0.2652,144.97917,38.44806,0.94993,175.1375,166.36783,12.18,105.0,1278.9,0.84545,231.73833,195.92385,7.13274,303.2225,2162.80864,10.65534,303.2225,3230.93744,11.19508,110.0,1231.45833,2021/10/13 04:05:10
26,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 04:00:00,1.0,2.65792,113.82917,302.54841,3.30328,159.37917,526.47458,3.45433,190.395,657.68623,17.165,105.0,1802.325,0.79051,237.71167,187.91457,7.21064,338.07583,2437.7435,3.24343,349.0125,1131.99896,13.58169,110.0,1493.98616,2021/10/13 04:05:10
27,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 06:30:00,1.0,0.18495,108.94667,20.14984,0.37768,147.62833,55.75648,0.97661,177.28667,173.14027,8.765,105.0,920.325,0.76684,231.39417,177.44192,6.47619,304.73417,1973.51672,5.79417,304.73583,1765.69175,19.34833,110.0,2128.31667,2021/10/13 04:05:10
28,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 12:30:00,1.0,0.51705,113.40833,58.63763,0.92711,158.90583,147.32327,2.03362,203.64583,414.13823,18.44913,105.0,1937.15833,0.75253,234.18083,176.22838,2.46993,313.14667,773.45,2.93918,313.14667,920.39369,10.55164,109.99917,1160.67125,2021/10/13 04:05:10
29,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 23:30:00,1.0,0.33223,111.87833,37.16882,0.53603,161.45333,86.54433,1.39044,194.01333,269.7634,15.04427,109.16667,1642.33333,0.77708,237.10167,184.24637,4.67427,339.80583,1588.34442,5.61104,352.22083,1976.32523,13.23234,114.16667,1510.69234,2021/10/13 04:05:10
30,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 04:30:00,1.0,0.98609,112.58917,111.02253,0.64333,156.32333,100.56723,3.42902,187.015,641.27898,9.494,105.0,996.87013,0.75,236.16667,177.125,2.0,315.59333,631.18667,2.31724,315.59333,731.30707,7.49053,110.0,823.95833,2021/10/13 04:05:10
31,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 05:30:00,1.0,0.30898,110.21083,34.05345,0.80469,152.95,123.07763,1.5557,182.27417,283.56327,6.74167,105.0,707.875,0.75843,233.96083,177.44187,2.11855,311.025,658.92297,5.88927,311.02583,1831.71401,9.53502,110.00083,1048.86026,2021/10/13 04:05:10
32,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 08:30:00,1.0,0.33002,109.58833,36.16649,8.87649,176.1175,1563.30435,6.54909,205.64583,1346.79295,11.16006,117.5,1311.30745,0.75671,239.0675,180.90425,5.97898,340.73083,2037.22207,7.02241,352.455,2475.08523,11.6329,122.5,1425.03021,2021/10/13 04:05:10
33,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 09:30:00,1.0,0.11594,109.8875,12.74081,0.8829,150.9875,133.3069,2.56432,180.58,463.0658,11.12632,105.0,1168.26395,0.75505,232.70417,175.70425,3.09176,312.41583,965.91477,3.24604,318.58333,1034.13567,9.14,110.0,1005.40039,2021/10/13 04:05:10
34,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 14:00:00,1.0,1.23888,116.2875,144.06658,1.01463,170.88333,173.38268,6.66379,213.085,1419.95304,15.66848,104.99917,1645.17726,0.76304,234.5075,178.93861,460.92765,312.715,144138.98967,6.21862,312.71583,1944.66218,18.78028,109.99917,2065.81528,2021/10/13 04:05:10
35,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 15:30:00,1.0,1.01876,110.94417,113.02528,0.36688,157.27583,57.7017,2.09124,194.35917,406.45207,7.41377,105.0,778.44628,0.75854,230.46917,174.82004,2.0017,307.14583,614.81307,2.90485,307.14583,892.21288,14.19155,110.0,1561.07004,2021/10/13 04:05:10
36,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 10:30:00,1.0,0.23302,110.74417,25.80603,0.45845,164.04333,75.20553,0.53976,213.705,115.3501,11.20139,105.0,1176.14583,0.75112,236.38333,177.552,2.26888,313.76833,711.90413,2.67811,313.7675,840.30476,8.2425,110.0,906.67533,2021/10/13 04:05:10
37,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 17:00:00,1.0,0.76498,110.44,84.48402,0.94567,154.80167,146.3912,1.59729,187.71083,299.82819,14.78826,109.16833,1614.40921,0.74035,233.96667,173.21744,2.97756,316.9375,943.70124,5.9342,319.97667,1898.80427,13.00836,114.87833,1494.37903,2021/10/13 04:05:10
38,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 17:30:00,1.0,0.66812,109.55083,73.1932,1.0085,144.55333,145.7819,1.27838,175.73583,224.65723,9.75793,105.0,1024.58302,0.79383,230.87417,183.27461,6.28944,302.0625,1899.80246,7.95966,302.06167,2404.30764,11.27455,110.0,1240.2,2021/10/13 04:05:10
39,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 21:00:00,1.0,0.19664,107.3375,21.10697,0.35134,147.0075,51.64994,1.00171,175.24083,175.54021,12.14667,105.0,1275.4,0.85356,233.07833,198.9456,2.161,305.98417,661.23181,5.7186,305.98333,1749.79745,11.92273,110.0,1311.5,2021/10/13 04:05:10
40,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 22:30:00,1.0,0.42,112.6875,47.32875,1.0,151.17417,151.17417,1.03,183.50833,189.01358,12.03871,105.0,1264.065,0.75,234.55667,175.9175,2.39146,310.37833,742.25597,2.39539,310.37917,743.47982,13.2281,110.0,1455.09138,2021/10/13 04:05:10
41,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 02:00:00,1.0,0.44,114.14583,50.22417,1.02329,157.98583,161.66593,4.10275,189.73333,778.429,10.57619,105.0,1110.5,0.73984,247.24833,182.92392,2.44452,334.2525,817.08591,3.08355,356.275,1098.59078,9.00831,110.0,990.91358,2021/10/13 04:05:10
42,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 03:00:00,1.0,0.77463,115.1675,89.21215,1.15956,159.58583,185.04879,3.37124,191.87583,646.85958,16.70077,105.0,1753.581,0.75342,242.8225,182.94825,2.69972,343.54,927.46244,3.13285,355.575,1113.96161,11.23621,110.0,1235.98307,2021/10/13 04:05:10
43,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 07:00:00,1.0,0.16215,97.55333,15.81834,0.19334,145.78917,28.18633,0.74762,164.60583,123.06199,11.63333,105.0,1221.5,0.79345,231.1925,183.44012,5.99659,303.24333,1818.42613,8.19993,303.24333,2486.57405,14.535,110.0,1598.85,2021/10/13 04:05:10
44,D,TRADING,VWAFCASPRICES,1.0,2021-10-12 22:00:00,1.0,0.2,112.93833,22.58767,0.2,150.31417,30.06283,1.0,183.15583,183.15583,11.11667,105.0,1167.25,0.75,231.1,173.325,2.89383,306.32083,886.4392,3.09679,306.32083,948.6124,10.42742,110.0,1147.01667,2021/10/13 04:05:10
45,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 00:00:00,1.0,0.66084,113.08667,74.73178,1.0,153.62,153.62,1.65968,185.62,308.06904,10.92673,105.00083,1147.31625,0.75075,235.5725,176.8565,2.42216,312.44917,756.80185,5.10585,313.1075,1598.67923,14.47818,110.0,1592.6,2021/10/13 04:05:10
46,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 01:00:00,1.0,0.52287,112.52833,58.83798,1.42242,164.04667,233.34253,3.42465,196.5,672.9438,11.5695,109.16667,1263.00339,0.75168,238.31417,179.13538,3.24162,328.095,1063.55962,3.67181,341.76583,1254.9007,14.48029,114.16667,1653.16667,2021/10/13 04:05:10
47,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 01:30:00,1.0,0.44,113.5425,49.9587,1.00731,156.69667,157.84289,3.99554,188.22833,752.07409,10.58016,105.0,1110.91667,0.76064,260.99917,198.52642,2.51258,336.84917,846.36063,5.57774,370.8775,2068.65675,10.37728,110.0,1141.5005,2021/10/13 04:05:10
48,C,END OF REPORT,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 05:30:00,1.0,2.05443,117.4425,241.2777,1.55867,163.02083,254.09548,3.24602,200.47083,650.73153,11.02914,109.16667,1204.01468,0.80532,234.15417,188.5701,2.80711,319.07167,895.66883,2.34687,320.73167,752.71397,9.97246,114.16667,1138.52217,2021/10/14 04:05:01
1,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 10:30:00,1.0,3.08401,121.33,374.18307,7.50059,188.05667,1410.53563,13.73301,239.9575,3295.33963,14.75119,105.0,1548.87488,0.40212,161.5625,64.96733,2.32672,239.09167,556.29999,2.53803,239.09083,606.82088,7.91778,110.0,870.95608,2021/10/14 04:05:01
2,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 12:30:00,1.0,6.93306,110.60083,766.80196,6.41221,162.88417,1044.44782,9.34486,211.0075,1971.83463,15.03146,105.0,1578.30332,0.82242,221.0375,181.78545,3.9085,300.8125,1175.72715,3.10238,300.81333,933.23704,14.92018,111.91667,1669.81629,2021/10/14 04:05:01
3,D,TRADING,VWAFCASPRICES,1.0,2021-10-14 01:30:00,1.0,1.6044,110.76083,177.70473,0.88174,155.445,137.06268,3.45638,184.56833,637.93906,10.58095,105.0,1111.0,0.87,236.58167,205.82605,15.16232,315.395,4782.12074,10.01,315.395,3157.10395,18.31641,110.0,2014.805,2021/10/14 04:05:01
4,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 05:00:00,1.0,2.71645,114.005,309.68912,1.15626,157.09333,181.64035,4.3802,188.96917,827.72351,10.75472,105.0,1129.24591,0.78607,241.09167,189.51379,6.64152,340.795,2263.39793,3.17622,351.16667,1115.38293,10.18068,110.0,1119.87518,2021/10/14 04:05:01
5,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 09:00:00,1.0,0.88636,107.7725,95.52506,5.20856,150.37333,783.22901,7.70701,195.55833,1507.16963,15.71458,105.0,1650.03047,0.58525,199.0625,116.50034,2.9116,274.3225,798.71662,2.66425,274.32333,730.86548,3.68538,110.0,405.39213,2021/10/14 04:05:01
6,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 20:00:00,1.0,0.18,107.375,19.3275,0.22097,143.43833,31.69581,0.96204,172.77917,166.22058,10.80167,105.0,1134.175,0.88,232.41333,204.52373,11.10956,302.81667,3364.16063,13.91435,302.8175,4213.50792,15.47666,110.0,1702.43205,2021/10/14 04:05:01
7,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 20:30:00,1.0,0.18,107.70583,19.38705,0.33954,144.41,49.03254,0.96991,173.79333,168.56365,12.11667,105.0,1272.25,0.85344,231.01417,197.1568,12.65001,302.09917,3821.55625,16.18016,302.09917,4888.01283,25.243,110.0,2776.73,2021/10/14 04:05:01
8,D,TRADING,VWAFCASPRICES,1.0,2021-10-14 02:00:00,1.0,0.43669,111.58667,48.72922,1.40039,156.3725,218.9826,3.48918,186.0475,649.15303,10.58095,105.0,1111.0,0.8535,236.39083,201.75841,20.50643,315.85083,6476.97374,12.2675,315.85083,3874.701,17.357,110.0,1909.27,2021/10/14 04:05:01
9,D,TRADING,VWAFCASPRICES,1.0,2021-10-14 02:30:00,1.0,0.44,112.92083,49.68517,1.90622,157.34583,299.93563,3.38724,188.0625,637.01318,12.51111,105.0,1313.66667,0.85834,235.015,201.72337,20.57182,315.1575,6483.36196,10.01,315.1575,3154.72657,17.40667,110.0,1914.73365,2021/10/14 04:05:01
10,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 06:00:00,1.0,0.39488,114.43417,45.18806,1.07136,152.44833,163.32768,2.93668,186.14833,546.65765,14.01002,105.0,1471.05175,0.87502,234.62167,205.29943,4.05173,311.33333,1261.43966,3.23062,311.335,1005.80531,8.54748,110.0,940.22257,2021/10/14 04:05:01
11,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 07:30:00,1.0,0.70618,109.375,77.23858,3.25954,173.20917,564.58298,7.54665,206.45833,1558.06796,30.30114,117.50167,3560.43444,0.8687,238.84,207.48145,33.36413,338.18333,11283.19181,7.71733,353.3075,2726.59081,15.56823,122.49917,1907.09581,2021/10/14 04:05:01
12,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 11:00:00,1.0,6.20307,116.0625,719.94371,7.55884,178.64667,1350.36194,13.57587,230.585,3130.39229,17.73356,105.0,1862.02365,0.2922,140.77417,41.13462,2.31418,218.43667,505.50242,2.5274,218.43417,552.07062,8.28481,110.0,911.32927,2021/10/14 04:05:01
13,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 15:00:00,1.0,0.78037,111.3825,86.91997,4.39312,153.41583,673.97472,4.90405,183.77417,901.23787,5.45458,105.0,572.73103,0.53651,205.305,110.14893,1.93021,292.215,564.03581,2.26557,292.215,662.03365,7.7946,119.51917,931.60386,2021/10/14 04:05:01
14,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 16:30:00,1.0,0.18,107.17833,19.2921,0.33456,147.95333,49.49916,1.10335,175.74417,193.9069,5.57813,105.0,585.70348,0.77016,234.36167,180.49625,4.34054,307.9275,1336.57315,5.73,307.9275,1764.42458,8.92367,110.0,981.60404,2021/10/14 04:05:01
15,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 19:00:00,1.0,0.18,106.12417,19.10235,0.23853,141.16167,33.67119,1.02812,169.93667,174.71497,10.6,105.0,1113.0,1.06049,229.55583,243.44088,10.80497,298.365,3223.82485,17.90701,298.36583,5342.84126,15.24783,110.0,1677.26082,2021/10/14 04:05:01
16,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 22:30:00,1.0,0.23668,108.49583,25.67878,0.63575,150.255,95.52403,1.03,178.6725,184.03268,10.6,105.0,1113.0,0.8,235.91167,188.72933,6.37407,311.0875,1982.89222,7.04988,311.08833,2193.13509,19.07706,110.0,2098.4762,2021/10/14 04:05:01
17,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 23:30:00,1.0,0.35002,110.63333,38.72422,0.75955,151.43917,115.02539,2.77015,181.63833,503.16488,10.6,105.0,1113.0,0.84689,232.41667,196.83216,6.60427,308.42583,2036.92788,10.46431,308.42583,3227.46364,17.76401,109.99917,1954.02592,2021/10/14 04:05:01
18,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 04:30:00,1.0,0.73412,113.67833,83.45328,1.22655,158.45417,194.35186,3.13227,189.59583,593.86448,10.36936,105.0,1088.78292,0.77585,239.235,185.60954,4.30789,332.01,1430.26413,3.01296,341.11417,1027.76296,9.0057,110.0,990.62653,2021/10/14 04:05:01
19,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 06:30:00,1.0,0.18,110.11,19.8198,1.67763,150.14083,251.88081,1.56579,180.2075,282.16708,19.88833,105.00167,2088.30814,0.88,232.79,204.8552,9.5,307.8875,2924.93125,8.23881,307.8875,2536.62728,13.8145,110.0,1519.5953,2021/10/14 04:05:01
20,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 07:00:00,1.0,0.50401,109.18833,55.03249,3.4031,156.6925,533.24036,5.16657,187.49833,968.72412,26.42193,109.16667,2884.39361,0.81444,215.58667,175.58192,11.89479,315.89167,3757.4664,7.06014,318.70583,2250.10713,12.7867,132.665,1696.34808,2021/10/14 04:05:01
21,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 22:00:00,1.0,0.26349,109.55583,28.86729,0.48743,149.23583,72.74148,1.015,179.02,181.70618,11.63333,105.0,1221.5,0.775,230.09833,178.32613,6.14028,304.56,1870.08253,5.23556,304.56,1594.54118,15.64232,110.0,1720.655,2021/10/14 04:05:01
22,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 23:00:00,1.0,0.31848,107.44333,34.21847,0.64357,150.97417,97.16197,2.37018,178.12417,422.18548,11.9,105.0,1249.5,0.8,234.62667,187.70133,6.45782,310.30833,2003.91513,8.00851,310.30833,2485.10833,14.47411,110.0,1592.15248,2021/10/14 04:05:01
23,D,TRADING,VWAFCASPRICES,1.0,2021-10-14 00:30:00,1.0,0.43668,109.98,48.02653,0.75298,152.95583,115.17286,2.45199,182.0475,446.37838,12.66331,105.0,1329.64732,0.84007,234.4875,196.98613,12.74447,311.555,3970.60321,10.25309,311.55583,3194.41014,23.15682,110.00083,2547.26919,2021/10/14 04:05:01
24,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 10:00:00,1.0,4.30937,111.44167,480.24342,5.5019,169.5175,932.66897,7.81316,221.35167,1729.45581,11.65918,105.0,1224.21398,0.31887,148.21417,47.26068,2.31075,225.43417,520.92126,2.43808,225.43417,549.62638,4.20017,110.0,462.01923,2021/10/14 04:05:01
25,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 11:30:00,1.0,3.99014,111.07083,443.18771,7.60208,168.275,1279.24012,11.75041,220.1725,2587.11674,12.11529,105.0,1272.10535,0.29006,134.08833,38.8939,2.44867,209.79833,513.726,2.65801,211.93583,563.32799,8.79195,110.0,967.11477,2021/10/14 04:05:01
26,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 17:00:00,1.0,0.1833,106.96917,19.6071,0.4117,145.7575,60.00828,1.03,173.99917,179.21914,7.075,105.0,742.875,0.77144,233.29083,179.96933,7.23959,305.31917,2210.38586,9.63385,305.31917,2941.39996,12.74823,109.99917,1402.29425,2021/10/14 04:05:01
27,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 17:30:00,1.0,0.18,106.8675,19.23615,0.34531,144.39,49.85954,1.0368,172.94,179.30442,17.53333,105.0,1841.0,1.02363,230.07417,235.51072,9.53414,301.14833,2871.19101,15.90285,301.1475,4789.10478,26.69859,110.0,2936.84442,2021/10/14 04:05:01
28,D,TRADING,VWAFCASPRICES,1.0,2021-10-14 00:00:00,1.0,0.42664,110.25333,47.03898,1.22457,152.10917,186.26887,2.16435,181.4625,392.74765,10.6,105.0,1113.0,0.87835,236.59417,207.81178,7.53593,312.80583,2357.28243,12.97883,312.80583,4059.8523,17.48402,110.0,1923.24167,2021/10/14 04:05:01
29,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 08:00:00,1.0,0.43339,108.1825,46.88523,4.3408,148.60333,645.05733,7.37852,177.2025,1307.49168,17.78331,105.0,1867.24707,0.78959,217.31833,171.59156,8.59233,298.84667,2567.78777,4.80485,307.475,1477.37185,11.50422,110.185,1267.59245,2021/10/14 04:05:01
30,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 15:30:00,1.0,0.50176,107.965,54.1721,1.01087,152.32167,153.9773,1.28186,179.5875,230.20601,3.90285,105.0,409.79872,0.72546,224.96667,163.20414,1.68951,301.5875,509.53617,2.10403,301.58833,634.55236,10.69348,110.0,1176.28308,2021/10/14 04:05:01
31,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 21:30:00,1.0,0.21921,108.2475,23.72901,0.56588,147.63,83.54159,1.01505,176.58833,179.24586,11.11667,105.0,1167.25,0.82682,233.89667,193.38967,6.69857,307.235,2058.03542,5.92996,307.235,1821.89235,16.60804,110.0,1826.88417,2021/10/14 04:05:01
32,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 08:30:00,1.0,0.44688,108.58667,48.52473,4.53229,148.6775,673.84963,6.51505,177.66167,1157.4741,15.9271,105.0,1672.34593,0.78192,219.5825,171.69642,6.18263,303.98833,1879.44741,3.79112,316.83833,1201.17163,7.58879,109.9975,834.74808,2021/10/14 04:05:01
33,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 09:30:00,1.0,1.17327,109.42833,128.38948,6.80117,162.0225,1101.94274,7.31018,213.75083,1562.55712,12.06264,105.0,1266.5777,0.33054,151.93,50.21847,2.32663,228.41667,531.44195,2.5303,228.41583,577.96064,3.06216,110.0,336.8375,2021/10/14 04:05:01
34,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 13:00:00,1.0,0.41991,110.0325,46.20402,2.63554,154.0525,406.01197,3.00577,185.51083,557.60224,9.05338,105.0,950.60452,0.77621,231.81917,179.941,6.98863,310.95583,2173.15537,4.03225,319.88583,1289.85987,13.20186,110.0,1452.20411,2021/10/14 04:05:01
35,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 13:30:00,1.0,1.33539,110.19417,147.15213,2.95184,158.805,468.7669,4.27795,188.67167,807.12745,11.21796,105.0,1177.88611,0.77257,226.24667,174.792,8.52853,317.98667,2711.95972,6.71819,322.39667,2165.92174,8.98675,118.3325,1063.42416,2021/10/14 04:05:01
36,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 14:00:00,1.0,0.52877,112.12583,59.28837,2.09344,171.52333,359.07448,2.83859,204.99917,581.90896,12.46196,113.33333,1412.35554,0.75882,246.04,186.70129,4.26161,359.2525,1530.99282,7.11337,374.78583,2665.9901,9.98634,119.125,1189.62232,2021/10/14 04:05:01
37,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 14:30:00,1.0,0.42027,110.2525,46.33605,1.93059,170.94083,330.01589,3.53998,192.77333,682.41461,10.26707,109.16667,1120.82161,0.751,234.61583,176.19588,3.95936,353.73333,1400.55749,3.9058,369.76583,1444.232,7.3001,124.04417,905.53459,2021/10/14 04:05:01
38,D,TRADING,VWAFCASPRICES,1.0,2021-10-13 18:00:00,1.0,0.18,106.4325,19.15785,0.27494,142.77917,39.25565,1.00494,171.37917,172.22544,11.65,105.0,1223.25,0.88,233.05583,205.08913,9.81446,303.0,2973.78083,12.71342,303.0,3852.16524,13.95152,110.0,1534.6672,2021/10/14 04:05:01
